BarCode,STOREID,ORIGINAL_PRICE,CURRENT_PRICE,QTY_MARKDOWN
8001090395214,1728,14,14,12
5022825002101,312,1,1,19
5017375034009,984,0.57,0.57,20
5010482589752,919,2,2,9
5000316010002,738,0.75,0.75,17
5390054046891,730,2,2,21
7613031614363,60,2.75,2.75,9
5011026701173,1754,2.5,2.5,21
5030756006761,1269,1.12,1.12,8
5010482648008,323,1.75,1.75,16
5060193936116,1484,1,1,12
5056492900491,129,1,1,20
11179314560,1209,1,1,8
8712100232985,1262,2,2,20
8710508923177,259,1,1,6
5014379008036,227,5.75,5.75,21
5010044002460,523,0.89,0.89,13
5000116128945,495,8.5,8.5,5
5000246728220,312,2.5,2.5,9
5010663252758,944,1,1,11
5012454062942,1396,0.1,0.1,7
8410076471475,1570,3,3,18
5010482074982,345,6,6,11
9781788104241,544,1.5,1.5,13
5011002609080,1420,1.25,1.25,24
5000129301830,677,3.5,3.5,21
8033028030331,1380,0.62,0.62,12
8006540595473,451,2.75,2.75,8
5010238019274,64,1,1,6
50007592,1685,5.65,5.65,14
5060105180415,946,2,2,11
3289470012875,852,2.25,2.25,12
52600751219,1796,1.5,1.5,24
5057624244117,441,4.2,4.2,21
5000128580786,587,2.55,2.55,11
5010236000885,1776,1.75,1.75,17
5000101500985,68,1,1,12
5050665049000,958,4,4,16
5050028066132,573,1,1,2
5010482891954,653,1.5,1.5,2
5033601660446,334,1,1,6
5000227000789,896,3.8,3.8,15
5024996911886,348,24.99,24.99,6
5000143929720,1236,13.79,13.79,20
7613036478793,393,3,3,12
5060868952281,1774,1,1,24
5011003000176,690,3.4,3.4,25
4008496874347,1684,29.99,29.99,21
4002359019357,1328,2.5,2.5,9
7316641513919,368,3.5,3.5,20
9770214388140,180,3.15,3.15,9
5017353502889,13,0.75,0.75,25
5000227001311,92,2.5,2.5,2
5000148000325,1692,1.45,1.45,24
8001585001309,256,1.31,1.31,7
5010482836283,894,4,4,6
5019312083354,20,4.5,4.5,3
8000500359815,109,1.5,1.5,1
5000221602552,1595,2.84,2.84,3
5010038459676,1595,17.99,17.99,24
4025500279813,72,3,3,17
5010046001003,449,1,1,14
5010153873487,1219,5.75,5.75,18
4025500147105,354,0.9,0.9,25
5000116124176,570,2.75,2.75,25
9770956805127,740,1.4,1.4,24
5000354906275,95,0.8,0.8,15
9322214010523,1364,6,6,11
9770043736990,1410,2.6,2.6,5
5010482165512,972,1.87,1.87,17
5000213018620,920,2.85,2.85,12
5018605065572,749,5,5,3
5000187112973,330,1.5,1.5,3
5010482907839,550,2.25,2.25,19
5060215550511,245,2,2,2
5012159027574,993,3,3,7
5016049281299,225,1.85,1.85,24
8445290644862,1224,1.75,1.75,5
5060060213708,498,1.25,1.25,10
5010482668129,1644,2,2,8
5060113917904,992,2.69,2.69,15
5013803124823,1489,1,1,5
7622201681456,1617,0.1,0.1,1
3296180005394,1407,8.5,8.5,12
5011026002416,1771,3.15,3.15,22
8712941335395,782,2.3,2.3,6
5010605295034,99,2.75,2.75,2
788821008022,812,1,1,3
5000127153998,392,2.5,2.5,8
8445290163790,336,0.7,0.7,24
11179659951,1319,7,7,5
115452,301,7.99,7.99,5
5010394004718,1798,1.31,1.31,10
5055192660063,813,1.25,1.25,19
5010478487215,787,2.5,2.5,24
4060800303455,1260,2.5,2.5,21
5000204658064,675,2,2,21
9771751628935,1344,1.6,1.6,15
5010482837952,1430,1,1,8
5016316012823,1633,1.75,1.75,16
5053827209632,1717,4.5,4.5,5
5025659604312,361,0.75,0.75,8
5010338301651,552,2.2,2.2,2
5010482274962,832,2.5,2.5,5
9001616669927,1309,6.8,6.8,7
3574661571645,415,6.8,6.8,22
5026180043687,160,0.1,0.1,20
6975207753216,758,1,1,7
5000157141064,916,1,1,6
5000328136530,181,1.25,1.25,17
8710447398173,1330,2,2,1
7501064191466,548,9.99,9.99,10
5000347017841,1605,1.75,1.75,25
5050665044852,712,1,1,9
7622210654212,1495,1,1,7
5099338026894,1464,3,3,18
5391521833440,148,1.25,1.25,13
8711327326750,350,2.75,2.75,20
5014234085233,668,1,1,18
7638900377620,280,4,4,14
5060859910542,1224,2,2,16
5000108884231,1305,0.5,0.5,16
5010067373455,351,0.5,0.5,3
5021858476828,961,2.5,2.5,1
5029054210000,713,6,6,15
5000159543071,1347,3.1,3.1,8
5000328415710,1730,5,5,2
5397136016377,1277,1.75,1.75,17
5060107330214,1794,1,1,24
7622210695581,140,3,3,13
5010482645403,993,2,2,17
8008698016190,1599,1,1,25
4002359015410,100,1.75,1.75,2
7791540046360,109,5.5,5.5,1
5060152091955,1528,7.5,7.5,17
3415581117929,719,5.15,5.15,2
5010482046712,1355,1.75,1.75,13
5012254060926,270,2.5,2.5,3
5011157995953,617,2,2,22
5056315500495,377,1.5,1.5,15
5060038582072,846,3,3,13
5054267000223,353,3.25,3.25,12
5010038049099,1341,4.5,4.5,22
9311789279596,707,7.75,7.75,16
5414150410575,348,1.25,1.25,12
5061040655440,1693,6.75,6.75,17
5056175945900,1262,1,1,25
5000187008238,1724,1.85,1.85,7
5056499912350,1751,6,6,6
5053827183123,945,4.5,4.5,20
5052516201612,584,2.99,2.99,15
7613034599612,947,1,1,7
5060202713158,450,2.5,2.5,15
8445290230720,705,1.25,1.25,5
5016840200130,1348,8.99,8.99,14
5010482951924,1373,2.5,2.5,17
5011475421035,1429,4.4,4.4,7
5011005056737,866,2.85,2.85,15
203770000000,1240,0.5,0.5,16
4025500157746,1504,2,2,16
59939511,183,0.1,0.1,22
3329770063112,337,2.5,2.5,15
5000146064602,363,1,1,10
5000225024008,1446,0.85,0.85,8
5065013305837,541,2,2,7
5026489500294,1219,0.5,0.5,16
5010438022456,158,2,2,24
4770725461047,1209,2,2,21
5000171053374,588,2.75,2.75,17
5000289934596,1435,13.99,13.99,6
5390053001273,725,2,2,23
5031416220275,866,1,1,16
5000157064950,1484,3.75,3.75,24
5010482911621,1665,6,6,7
5010482927325,54,1.75,1.75,16
8712561629874,101,1,1,16
5014348321968,1569,1,1,12
5012797036303,361,3.5,3.5,17
5010482843786,165,3,3,8
8700216649483,177,3,3,16
5060638520214,218,2.5,2.5,4
5010482194956,1808,1.65,1.65,20
5010102241633,669,12.5,12.5,11
7613035162341,1582,0.5,0.5,15
5053249233963,1607,0.5,0.5,9
7622201432287,1499,1.25,1.25,3
8006540997581,865,2.75,2.75,4
5010038049440,951,1.39,1.39,22
5000159426213,1630,0.25,0.25,8
5000254019051,626,0.75,0.75,18
5000208050987,985,2.75,2.75,18
5449000083760,808,5.5,5.5,14
5024996817973,541,12.99,12.99,24
5010188000636,686,1.79,1.79,10
5057693023804,416,12.99,12.99,19
5055180680738,1738,3,3,22
50105083,366,0.59,0.59,12
5012797026908,1320,1,1,21
5010029013047,223,3,3,17
5413548040639,1445,1,1,22
5000242454482,896,4.4,4.4,24
5034660518679,894,0.7,0.7,18
8001090432506,345,2,2,19
5000208091560,1374,1,1,13
5391528566570,1704,1,1,13
9772052578349,1468,1.6,1.6,22
7622210818461,1221,1.35,1.35,10
9770307757662,1739,1.4,1.4,10
8710447253755,782,2,2,1
5033298013822,1605,0.75,0.75,16
5900130034638,1465,4,4,5
5055028355569,1524,3,3,22
5060074982164,1267,1.25,1.25,5
5000205050089,986,1.75,1.75,6
74472281045,1769,2,2,15
5390494003331,319,2,2,23
5050028144816,201,1,1,16
5023823004807,994,1.8,1.8,22
5000171054241,774,3.29,3.29,4
5010482899653,1788,6,6,8
5060116334739,225,1.75,1.75,8
5060639126453,212,1.39,1.39,19
8445290023018,714,6,6,18
5036040143136,677,1,1,4
5012023988642,87,3.5,3.5,5
5035822482432,545,4.99,4.99,21
5057693030185,395,19.99,19.99,16
72417141829,1335,1.65,1.65,8
5017221780302,921,1.31,1.31,1
5057624078453,128,2.25,2.25,1
5011041000107,334,1.7,1.7,19
50354214,1344,1,1,16
5099228006722,779,2.65,2.65,12
5010034011618,1632,1,1,16
5015302203504,451,0.1,0.1,1
5010482830366,1210,2,2,18
5030341500896,789,2.5,2.5,17
5010482565091,1209,3.75,3.75,12
8715275759479,960,0.1,0.1,4
5060054689809,1733,1,1,5
5010482937836,332,2.75,2.75,12
5000208004959,158,5.3,5.3,24
72417200472,406,1,1,8
5016451485032,851,5,5,1
5000159516174,1230,0.1,0.1,3
5000227994866,1669,2,2,7
5010482836252,2,8,8,7
5012262004011,1443,3.5,3.5,20
5056032949027,399,25,25,6
8699073290993,862,2,2,25
5000227000468,867,1.5,1.5,25
5065013305691,479,2,2,15
8711327510203,1739,2.5,2.5,1
5000354405037,769,1,1,13
5010102346437,973,1.25,1.25,25
5060414210599,400,1,1,3
5025572976169,1207,1,1,7
5015096991571,951,0.75,0.75,15
5010482950989,1555,1.65,1.65,8
5021932021968,943,6,6,3
8001841542164,1758,2.5,2.5,14
5099817002203,1232,4,4,22
5010103943574,861,29.99,29.99,17
5015496011237,1684,0.95,0.95,1
5060476794662,925,1,1,11
96045527,1664,2.2,2.2,20
5010482327880,287,4,4,10
5010134917377,636,6.49,6.49,4
5000159571043,50,1.75,1.75,9
5050665013124,42,1,1,14
5010482934811,786,1,1,18
5088722227054,1563,0.75,0.75,20
8001090066008,1378,2.5,2.5,5
5010482793791,1252,5,5,14
8711000551899,835,6.6,6.6,24
5010482904838,144,2,2,19
5015063200668,1774,5,5,12
5026489480732,894,1,1,9
5000208002450,1752,2,2,23
4084500354890,555,1.29,1.29,14
5060500185978,345,0.1,0.1,18
5059320001339,1263,3,3,17
5060152094970,222,6.75,6.75,2
5010482891770,283,4.5,4.5,18
5033298007500,277,3.5,3.5,21
5056032902855,1457,19.99,19.99,2
7622210708601,1773,2.5,2.5,23
8712566343928,1663,1,1,14
7622210928863,490,1.25,1.25,24
8001841459776,75,1.5,1.5,2
5057624572494,1775,1.37,1.37,10
5015934216378,1343,3.99,3.99,24
5060147110234,67,1.25,1.25,25
5039388080613,927,3,3,6
8710908429675,1267,2,2,8
5010482896737,404,3,3,23
5000387008618,193,15.99,15.99,5
5060086841633,111,1,1,18
5012159039553,1477,1.25,1.25,18
5011376003101,615,1.4,1.4,4
5000382034872,1612,2.25,2.25,3
5011197002727,1464,0.55,0.55,6
3280220297313,317,1,1,25
5010482859213,1203,1,1,20
5060039254787,523,1.5,1.5,4
5061013942577,1407,1.65,1.65,3
5011026005233,1220,1.45,1.45,25
8015673033684,1526,3.5,3.5,1
8004260299169,655,2,2,12
5013635484102,1353,3,3,10
5010482916060,201,6,6,21
5011166066248,458,14.99,14.99,16
8410076601711,1479,3,3,5
5011096005102,707,2,2,20
5010482905996,664,4,4,15
5010459005216,1732,0.7,0.7,19
5060120402523,1266,1.6,1.6,8
5016451062110,1470,1.6,1.6,10
5000232104014,1326,3,3,9
5010482188245,951,3.75,3.75,19
5060060212336,32,1,1,3
5063435121714,1485,1,1,20
5099823006868,899,1.5,1.5,7
5390171004590,957,4,4,10
5000101101267,1522,1.75,1.75,19
5000232919892,1672,4.25,4.25,6
5060228271441,639,17.29,17.29,19
5391527000389,451,2.5,2.5,15
5010482484545,141,0.89,0.89,22
4067700013545,1340,21,21,11
3760192498807,211,1,1,2
5010482892852,862,4,4,2
5011044000814,1401,1.9,1.9,12
5010482843595,575,3.5,3.5,18
5012454072200,320,5.75,5.75,14
5012128553721,736,0.5,0.5,20
5056170383646,130,0.5,0.5,16
8720181006371,583,7,7,19
5020580012533,1248,1.8,1.8,5
5011898005010,1617,0.5,0.5,11
634158932236,1253,1,1,11
5060318662050,31,1,1,17
5010482907846,53,2.25,2.25,14
5000221608691,140,0.25,0.25,11
5030197000984,1664,2,2,10
5035230100058,1775,1.25,1.25,9
5050582970562,1758,2.99,2.99,6
5014234085523,1242,2.25,2.25,6
8410011410101,399,8.99,8.99,25
34000430093,1336,3,3,1
5391521833341,111,13.5,13.5,3
5010482176075,311,1.2,1.2,15
5060517889210,111,1.75,1.75,7
5000309004551,983,2,2,21
5032678016101,1769,1.7,1.7,10
5010482801335,366,5,5,24
5011962997579,916,2,2,10
4001686520475,109,1,1,9
5060088701447,1336,0.99,0.99,15
4025500165727,938,2,2,23
5010482946449,264,3.6,3.6,4
5391533073162,222,3.75,3.75,23
5056283884276,850,2.5,2.5,5
5000328028811,408,3,3,8
5000328031750,1796,2.5,2.5,22
5060060383487,654,1.35,1.35,6
9772052578455,323,1.6,1.6,17
5010029217933,1315,1.5,1.5,18
5010482279387,1333,1.25,1.25,6
5010482953225,741,3.75,3.75,8
604565367839,1596,2.5,2.5,22
8435201704099,739,1,1,14
4060800303080,28,1,1,5
5010482275013,1401,2.5,2.5,18
8710732226907,1775,1,1,2
5010482950347,708,1,1,4
5023139211302,190,2.5,2.5,22
5054267006089,1617,2.5,2.5,1
5010482902711,608,0.82,0.82,9
8904063213969,626,2.5,2.5,4
7638900410662,1375,1,1,20
5010069510827,1247,1.89,1.89,25
5010482814137,1432,4,4,19
5030756001964,896,1.5,1.5,18
5060960660909,561,4.25,4.25,12
5000242454505,304,3,3,14
5000387908642,236,5.99,5.99,9
3024480000357,1735,20.49,20.49,15
8858984840240,994,10,10,11
9770960357124,1624,1.55,1.55,7
5011157995953,891,2,2,1
5000168212517,1303,1.35,1.35,8
5000227991667,413,2.5,2.5,8
5010482857196,1280,0.62,0.62,13
7612100015636,876,3.4,3.4,17
5025744625246,1323,0.99,0.99,8
5060121570849,1401,2,2,12
8710908820069,956,2,2,8
5056032912564,73,6.99,6.99,25
5000129283952,569,0.7,0.7,24
5060639602773,15,5,5,25
5000347078859,94,4.75,4.75,20
5000227998680,737,2.2,2.2,24
5000225033253,597,2.15,2.15,10
5010482358273,572,2,2,15
5010775197381,871,0.1,0.1,2
8436043580391,1798,6.5,6.5,15
5010482881054,1808,12,12,16
5010482856533,166,1,1,24
5016730000413,1660,1,1,23
5026031005949,1241,2.41,2.41,8
8711000519417,500,6,6,3
5000431027084,871,11.55,11.55,5
5039388073776,1636,0.5,0.5,13
5057742000190,14,3.5,3.5,23
8435201703511,1419,1,1,19
5010482716554,610,2.5,2.5,6
5050028267577,716,2,2,25
8715700125756,659,2.25,2.25,8
5010482921705,397,5,5,20
8410076472014,1772,2,2,11
5011666734371,645,0.01,0.01,3
5000354919695,767,1.3,1.3,24
5000232868022,61,0.5,0.5,23
5010482738822,119,4.2,4.2,4
5390642003749,21,10,10,11
5017342006824,870,1.5,1.5,11
4006149509004,212,3,3,6
5900437140667,789,1,1,13
7613034979278,362,5,5,11
5010482870812,1644,1.75,1.75,23
5010278026096,894,12.79,12.79,6
4002359013157,1306,1.25,1.25,25
5010003065512,1698,1,1,22
5000159501422,748,1,1,1
54529001055,175,3,3,8
5013478148865,1799,1,1,1
4062139016570,1417,0.5,0.5,10
5060452490090,1599,1.25,1.25,11
5010482249458,722,1.5,1.5,2
4025500278304,1541,3.5,3.5,6
5029551576050,1247,0.8,0.8,10
5010482210588,950,0.75,0.75,12
4820179258813,607,0.5,0.5,16
5060414210537,1596,1,1,15
5010482277932,1510,3.75,3.75,19
5010482911072,281,1,1,22
8000500326602,1751,1,1,2
5053827111300,600,3.29,3.29,3
5015934374726,1371,0.25,0.25,3
5016840000617,834,19.99,19.99,16
5023734881405,930,1,1,10
5025971207215,248,15.99,15.99,10
4006542079142,224,3,3,8
5410076462162,824,2.25,2.25,7
5023274043189,1338,1,1,9
5000232847812,270,1,1,13
7622210317124,1768,2.5,2.5,11
5010482872397,482,1.5,1.5,11
5056492900088,1248,2.15,2.15,16
5010055127022,1543,5.5,5.5,12
5060391626840,1419,1.5,1.5,18
9311218004584,1217,5.99,5.99,12
5010482420840,1272,4,4,7
5011187104929,3,1.27,1.27,23
5099823015709,627,1.25,1.25,4
5010482344276,1522,0.5,0.5,3
5000112572933,872,10,10,11
54034495,615,0.83,0.83,25
8719497609307,1518,2.49,2.49,7
5059319016450,648,2.25,2.25,3
5010482693077,350,1,1,7
5000393364906,852,28.25,28.25,7
8445291692824,490,5.25,5.25,2
5063436118140,1262,3,3,25
5030101031974,416,1.25,1.25,13
8001090170965,1557,1,1,2
5010482719838,1541,7.5,7.5,23
3076820005133,547,2,2,6
5000166148528,891,4.9,4.9,19
4054278495880,309,40,40,17
5024996869231,729,14.99,14.99,20
5010067306101,1730,1.85,1.85,18
5010296008272,866,1.5,1.5,10
5000382112785,645,0.92,0.92,15
5000157062673,371,1.7,1.7,9
5050893232212,176,1.38,1.38,4
5060231722787,1646,2.5,2.5,11
5060451690705,70,2,2,21
5010438023163,1370,0.75,0.75,17
5050837342618,297,0.5,0.5,24
5000159501514,1488,5,5,15
5019312895964,706,1.75,1.75,5
5000157075253,1461,3,3,1
5017670000754,444,3,3,9
5000295078741,605,4,4,9
8718114660301,85,4,4,21
5011013110155,1648,16,16,12
8001841793399,706,6,6,14
5000113007595,325,1,1,6
5011096007977,921,2,2,17
11179903719,647,0.5,0.5,18
5014201701845,408,2.39,2.39,5
8410128789107,925,1.14,1.14,6
5025744313648,124,0.99,0.99,11
5056053308643,423,3,3,19
5010482882945,479,2.6,2.6,12
5015934374269,647,5,5,13
5032181030144,29,3.5,3.5,20
5052514021199,1208,2,2,23
7622201148782,947,3,3,15
8019873324085,69,9,9,16
4010198030617,213,2,2,1
5011096002446,891,4,4,2
5015934687567,738,1,1,5
5000354168543,1555,3,3,21
5011001100953,604,1.35,1.35,5
5010482595654,1691,3.5,3.5,5
5410316962025,106,4.99,4.99,19
5000232004062,718,1.75,1.75,16
5022111308405,1607,1.7,1.7,7
8410076491602,1512,1,1,15
5056278801103,726,4,4,4
3023290624005,1521,1.5,1.5,8
761828223902,951,1,1,9
8720181218279,736,2,2,10
5000116124435,138,1.1,1.1,11
5032678007277,1428,4.49,4.49,8
5050028066217,315,1.2,1.2,10
5060029910259,1465,3,3,22
5031396062841,1470,3.5,3.5,23
5010482872397,306,1.5,1.5,17
8436030670050,338,2.5,2.5,17
5010482745059,1457,2.6,2.6,13
5010035567541,589,2,2,14
5000168214764,993,1.25,1.25,1
5056032947580,729,19.99,19.99,13
5000184311416,1284,1.4,1.4,7
4060800302014,211,1,1,21
5032535000755,789,1.5,1.5,4
5053249003917,970,1,1,16
5035766381969,351,6,6,16
49814521,568,16,16,18
5010482759902,1356,1,1,24
96066829,1754,2.5,2.5,21
5010482891275,1221,3.75,3.75,15
5010482598358,972,3.75,3.75,6
5060479998616,1398,4.5,4.5,22
5397136023405,1524,1,1,15
5000159470476,1432,0.7,0.7,1
5056103403502,204,4.99,4.99,17
5099452002217,1655,1,1,19
5000171058867,1423,3.75,3.75,15
5057693021596,705,9.99,9.99,6
3057640136993,288,0.5,0.5,13
5055180680820,179,4,4,5
502518307768,913,1.5,1.5,11
5000187118067,398,1,1,12
5000104133005,725,5.75,5.75,4
5000328029146,1306,2.5,2.5,20
5057624890918,1693,3,3,14
5099483950532,440,1,1,5
5011026103090,1551,1.25,1.25,15
5000237136928,1667,2,2,13
5060120164087,1332,1,1,7
5000168024684,1622,0.5,0.5,16
5030756006020,1227,3,3,20
3800020492833,645,1,1,11
5010327307244,581,21.99,21.99,14
5053191384959,1669,3,3,19
9772059004940,115,1.5,1.5,10
5000326010856,932,2.2,2.2,16
5056555203842,1264,10,10,6
8700216039192,1252,16,16,5
9770957623317,676,0.9,0.9,11
5000328312811,1475,4.75,4.75,15
5000354920257,1538,3,3,18
5011309085518,970,1,1,8
5010482800895,74,1,1,3
5000117938925,56,0.01,0.01,1
5060423289210,402,2.5,2.5,20
5014442025694,589,2.7,2.7,9
8715275764183,764,2,2,8
8001585004164,112,2,2,15
5000128596237,862,1.19,1.19,19
5010482391157,356,1.5,1.5,6
5099822794018,915,4,4,9
5000205049137,588,2,2,6
7622210838834,1632,4,4,22
5010482556594,1341,3.75,3.75,8
5010482650001,158,2,2,3
5010228002286,1206,2.5,2.5,24
5011157080406,1690,6.5,6.5,18
5000168210346,1265,1,1,22
3664346304863,1694,1.75,1.75,22
9770960357827,455,1.55,1.55,24
5024996858372,1678,34.99,34.99,21
853222006226,1702,27,27,1
5053990149490,42,1,1,5
5010482195540,1317,3.75,3.75,21
788821038029,1746,1.15,1.15,20
5010482393052,835,4.85,4.85,16
5011166081326,1225,2.6,2.6,17
5016840168317,801,9.99,9.99,15
7613287956651,217,5,5,3
5017726421946,1543,0.01,0.01,16
5050028151449,717,1.2,1.2,17
5391527072980,1657,3.5,3.5,20
5000387903807,961,15.99,15.99,18
5010482381967,1335,0.5,0.5,18
5000221605119,349,1.25,1.25,23
5390494002242,1232,1,1,4
9770262238350,926,2.3,2.3,14
5111112678096,598,1.5,1.5,13
5000116128648,532,1.75,1.75,12
6824637104320,303,2.5,2.5,9
5014442023195,387,2.5,2.5,18
5390494003690,250,1.25,1.25,11
5060054689021,978,2.25,2.25,15
8712561593533,245,2.5,2.5,6
5000157004239,73,2,2,10
5010482948467,1257,2,2,18
8437021203158,256,7.25,7.25,13
5000205050492,85,4,4,13
5010482392925,601,5,5,3
5000157072917,599,1.4,1.4,8
5010482245436,1548,2.5,2.5,19
5032678010895,554,2.99,2.99,25
8700216761154,673,14,14,5
5011032581622,1242,3.95,3.95,15
5000128591508,1731,2.95,2.95,2
5010482103644,1609,1.5,1.5,6
3162330500043,933,1.99,1.99,16
5013478211262,38,5,5,16
5011376000025,701,1,1,15
7809623800379,1334,6.5,6.5,10
5010482924911,1423,2.25,2.25,11
5010482832452,49,0.5,0.5,14
5000214007807,1738,0.55,0.55,9
8700216733977,32,13,13,8
5056025448124,1284,13.49,13.49,3
5011059000298,560,2.5,2.5,6
8001841105598,939,9,9,7
5010196021180,925,5.5,5.5,15
5025572383110,447,1,1,11
5010044008622,1514,1.4,1.4,2
5000246729661,138,2.99,2.99,3
5000243722665,197,3.5,3.5,14
5391509288385,1583,2.5,2.5,8
5099823015808,1509,1.5,1.5,6
4000177036150,163,11.25,11.25,24
8711327533950,261,3.75,3.75,22
5011059001943,536,1.5,1.5,15
9770968353098,1519,4.99,4.99,24
5032887105306,143,5,5,5
5038135255250,595,1,1,7
4015600884352,280,12,12,5
5013635362240,697,2,2,8
5060549640209,39,1.25,1.25,20
5052320755738,1512,2.4,2.4,17
5011308900027,368,0.87,0.87,7
5010482784645,1542,5,5,17
5010102240391,1654,1.5,1.5,11
5019312083651,627,4.5,4.5,8
745125479118,1236,0.5,0.5,4
5025301515607,413,5,5,8
5010482260514,995,2.5,2.5,13
5391522252615,1410,3,3,19
5019490500568,1703,1.4,1.4,22
5000159491471,748,1,1,20
5000168104652,193,1.65,1.65,9
5016049703746,804,0.5,0.5,13
5010482685591,118,1,1,16
5000157146151,95,2.29,2.29,14
8712561880176,431,1,1,8
4600680010816,933,0.7,0.7,12
8717644331811,197,2,2,25
6254000039384,363,5,5,3
50398997,373,0.1,0.1,14
5010482363765,765,0.25,0.25,12
5011013100200,722,4.99,4.99,16
5010482926496,601,2.5,2.5,17
5018605120684,1707,0.7,0.7,15
5010718204411,1342,1,1,16
5051594006898,409,8.9,8.9,1
5014379013603,952,2.29,2.29,13
4002359661303,259,7,7,13
8435201704129,283,1,1,23
5000116125944,676,1.3,1.3,23
5010482876180,24,4.25,4.25,18
5057693040320,1776,14.99,14.99,21
5012035964214,1274,1,1,14
8001841603438,587,2.5,2.5,3
5010482874674,664,2,2,3
5010482813680,1459,2,2,1
5392000092266,187,3,3,12
5010105000381,1537,1.25,1.25,12
5028905028566,1645,2.5,2.5,3
6281034067045,121,6,6,8
5000328101545,253,1,1,2
8718951179912,1337,3,3,13
5060060212633,465,0.75,0.75,2
5032887509678,124,0.87,0.87,10
5060201623717,1521,1.5,1.5,9
5020411121151,176,4.75,4.75,10
9770269989347,310,1.25,1.25,12
5000168218687,1531,2,2,5
5056036508930,1557,0.5,0.5,11
5019312094565,1225,3.5,3.5,8
5010482738822,759,4.2,4.2,21
7622202009198,568,1.5,1.5,1
3073781143379,597,2,2,23
7702018490578,105,4.5,4.5,12
5060896625768,1792,5,5,6
5016901002826,1613,4.85,4.85,9
5028429040310,91,1.49,1.49,25
5099338024678,686,3,3,5
5060193939629,271,1,1,23
5010482842086,158,5,5,21
7613036968829,1274,1.05,1.05,16
7809579800683,538,3.99,3.99,11
8718951422377,123,7,7,5
5000158071377,1268,0.5,0.5,25
5010853264165,281,2,2,9
5050665032989,1423,0.6,0.6,21
5012159031922,1735,1,1,1
5060060210219,580,1,1,25
5010482716226,793,0.5,0.5,23
5011166056584,922,22.99,22.99,19
5000205036632,1244,1.97,1.97,24
5015934771785,1338,0.5,0.5,19
5056283844256,779,2,2,20
5000159538770,1767,4,4,24
9770956805851,769,1.4,1.4,6
5010482596668,1636,1,1,15
5000196000636,1565,14.75,14.75,24
5391535690039,472,1.5,1.5,20
5000354800115,217,1.4,1.4,19
11179903719,1372,0.5,0.5,5
778988562833,531,3.99,3.99,1
5449000059048,139,0.95,0.95,19
8690146154853,1487,0.5,0.5,10
5010029229240,1774,1,1,21
5010038470893,1703,1.99,1.99,16
96122976,1203,1.5,1.5,11
5010482953843,1607,2,2,10
5010482915629,1358,3.5,3.5,1
5060208330120,1719,1.9,1.9,18
8410655002083,730,3.99,3.99,13
5010482898830,217,3.85,3.85,11
8030705008188,1806,1,1,11
5015934357118,599,1,1,10
5000143951127,1349,11.31,11.31,24
5038135218224,1569,1.49,1.49,2
5010034011465,1453,1.4,1.4,25
5099556019432,404,3.95,3.95,12
8713354358070,814,1.09,1.09,13
8941189405861,1252,1.3,1.3,16
5449000296689,1554,8,8,6
5060956430349,162,1,1,14
7804320752228,1599,1.99,1.99,4
9771749999900,508,0.79,0.79,6
5000128950978,1461,2.1,2.1,8
5010164004825,964,4,4,8
5015821144005,811,1,1,12
5029053578170,442,4.5,4.5,24
8700216963879,110,0.01,0.01,3
8001090395214,84,14,14,10
9415886973682,13,1.5,1.5,16
5060231728819,52,1.25,1.25,3
5000477671180,1569,3.85,3.85,18
5012035951498,1767,2,2,3
8410023000390,1742,15.99,15.99,18
5010482880620,1303,3.5,3.5,13
5010102243279,978,1.67,1.67,21
7613036080699,17,1.65,1.65,2
5010482659271,393,0.49,0.49,23
7622210763808,395,1.75,1.75,5
5055180673716,533,2.99,2.99,13
9770263887274,587,2,2,24
5391527000433,1386,1.5,1.5,9
5000129297904,1674,1.8,1.8,23
5010035068598,656,7,7,3
6003770008881,963,2.5,2.5,25
8001585008186,587,1,1,9
59095798,602,1.5,1.5,7
5056170383325,541,0.1,0.1,2
5010482896706,690,1,1,14
5000159539302,1457,1.75,1.75,2
8721201971952,152,2,2,24
5000225006219,780,0.85,0.85,5
5018222002998,1393,1,1,14
5017279050181,1524,4,4,5
9311218004478,705,4.29,4.29,25
8720181532825,1530,3,3,16
5010708993004,1303,2,2,22
8008440512512,1757,6.99,6.99,5
5000111046701,730,1.5,1.5,25
8410036808396,1231,9.99,9.99,21
5000316000249,345,1.5,1.5,17
5011417559895,753,4,4,18
5010482924690,741,2.37,2.37,21
5449000341358,427,3.5,3.5,7
4251097405421,972,3,3,12
5000159475426,1300,1,1,25
21000067060,256,2.25,2.25,1
5010482408374,1271,20,20,16
5012389005014,744,1.4,1.4,25
5010725137528,398,1,1,2
9770960357858,1501,1.55,1.55,16
5011026005226,1759,1.45,1.45,22
5010494450828,240,29,29,25
5000107012062,628,3.75,3.75,17
5011035502815,1225,3,3,7
31200005571,1757,1.75,1.75,7
5010482414399,140,5,5,18
5010482925000,363,3.75,3.75,17
8711000545300,180,4.99,4.99,24
5020628001659,813,10,10,1
5000205035321,1663,2.25,2.25,13
5000382008781,1542,2.25,2.25,19
5015934676356,289,4,4,25
5010105000848,1230,1,1,9
5000221002901,1765,2.45,2.45,11
5011376000025,1378,1,1,1
8413178273961,45,1,1,6
5010482318833,1212,4,4,23
8001841190280,853,10,10,7
5015934238806,785,3.99,3.99,14
5010482746360,548,5,5,16
