STOREID,BARCODE,QTY_MARKDOWN,CURRENT_PRICE,ORIGINAL_PRICE
A368,9772755247252,25,1.35,1.35
A311,0000011434191,21,7,7
A322,0000011685623,24,0.99,0.99
A748,0000010910672,14,5.99,5.99
A258,7613034335210,5,1.49,1.49
A862,0843536183362,8,5.79,5.79
A801,0035051500841,13,1.49,1.49
A437,5010102343351,6,2.99,2.99
A801,5060689240239,1,1.69,1.69
A478,8410261612140,2,1.89,1.89
A258,5057566631730,11,1.99,1.99
A889,5060741615821,9,0.99,0.99
A689,0000010445044,2,12.99,12.99
A417,8445291295810,2,1.49,1.49
A61,5013919003685,10,3.99,3.99
A319,5711938032111,5,1.99,1.99
A865,4895183805834,13,9.99,9.99
A82,5010993948031,5,4.99,4.99
A579,9008606222711,10,1.99,1.99
A395,9770967309065,19,2.5,2.5
A302,4008429037894,4,0.95,0.95
A607,8721201909092,18,1.99,1.99
A55,5054267010932,8,1.99,1.99
A737,0000010833865,12,5.99,5.99
A363,5060944462550,20,1.99,1.99
A693,5015934595732,2,0.49,0.49
A767,5201309638436,18,1.99,1.99
A865,8711200516636,11,0.65,0.65
A443,5059001024145,10,3.99,3.99
A451,4061461850104,5,1.39,1.39
A457,9770963757211,8,2.9,2.9
A223,5060991071439,7,1.25,1.25
A8147,0000011342021,8,2.5,2.5
A935,9771479234463,14,2.8,2.8
A249,9770958327061,9,1.35,1.35
A360,0048256296167,22,0.89,0.89
A566,0000011380726,23,9.99,9.99
A686,0000010465974,10,3.99,3.99
A930,5060944462512,22,2.99,2.99
A460,9770956806124,7,1.8,1.8
A211,5010153853953,24,3.29,3.29
A280,9771362288306,7,4.6,4.6
A260,0000010341827,8,4,4
A290,5029736076924,16,7.99,7.99
A620,5054563094087,16,2.79,2.79
A93,5011417575161,7,2.29,2.29
A75,5011309135411,10,1.99,1.99
A883,5054267003477,23,2.95,2.95
A375,9771748839160,2,2.3,2.3
A718,0000010393963,11,1.25,1.25
A210,3800020401095,16,1.65,1.65
A147,0000010358092,14,4.99,4.99
A354,5000382125105,8,0.99,0.99
A347,5012254060117,7,3.99,3.99
A155,9772752615023,22,5.5,5.5
A582,8886467040283,8,2.99,2.99
A834,9770958575264,14,2.5,2.5
A744,5013919003708,7,3.99,3.99
A214,0000010354025,8,0.02,0.02
A108,9770960357049,1,1.95,1.95
A397,9770961380664,19,2.7,2.7
A429,8711148417316,6,0.29,0.29
A20,9770307586163,12,2.5,2.5
A358,9772466943108,23,3.3,3.3
A349,9770307017155,3,1.8,1.8
A728,5034934826622,10,0.69,0.69
A693,5000328014746,21,1.95,1.95
A797,0000059032823,11,4.49,4.49
A285,0000010809044,2,24.99,24.99
A752,0000010398203,23,0.69,0.69
A350,5012427074804,17,2,2
A685,8698655911196,10,3.99,3.99
A235,0000013418601,11,7,7
A271,0000010533314,15,0.49,0.49
A703,0000011358770,16,0.99,0.99
A201,9770962567217,8,3.15,3.15
A215,5021538336718,18,1.75,1.75
A356,5056192415158,25,1.99,1.99
A747,5056784903834,21,4.79,4.79
A221,5011417556931,12,2.29,2.29
A757,0000010660997,9,1.99,1.99
A227,4008429095115,4,12.99,12.99
A696,5028141033225,5,2.49,2.49
A352,0000012550371,18,0.99,0.99
A460,9771367059314,14,2.25,2.25
A869,0000010861356,9,0.99,0.99
A693,5024996923612,15,2.99,2.99
A802,9771476512366,6,3.3,3.3
A145,0000010341438,1,1,1
A382,9772059182938,11,7.5,7.5
A688,0000010385043,16,0.99,0.99
A209,5050028381952,4,12.99,12.99
A172,4062139019472,24,1.49,1.49
A296,0000010339695,21,0.02,0.02
A135,0000010821817,16,0.99,0.99
A152,0000012088355,11,3.99,3.99
A348,0000010025239,1,1.29,1.29
A301,9771353393231,5,2.15,2.15
A250,0192995217928,25,2.99,2.99
A327,9771756625090,21,5.5,5.5
A180,5010035069243,7,2.49,2.49
A181,5022825001982,8,1.49,1.49
A159,0000010766682,22,59.99,59.99
A313,9771353437010,23,3.2,3.2
A740,5054563259851,4,2.49,2.49
A241,8720181655722,9,9.99,9.99
A106,9770964084002,12,3.2,3.2
A168,5060751215813,25,0.79,0.79
A341,9770262026889,9,2.75,2.75
A556,9771366777356,20,3,3
A319,9771744598245,21,2.5,2.5
A664,5711938247867,18,2.99,2.99
A161,9770307042157,15,2.5,2.5
A226,8720181428685,22,0.89,0.89
A721,5032608077677,21,0.79,0.79
A128,5011061128416,3,0.39,0.39
A609,0000011328759,21,3,3
A408,0000010092378,7,3.15,3.15
A197,0000013364106,25,1.5,1.5
A789,8700216548205,16,2.49,2.49
A164,5032678016521,25,1.49,1.49
A411,8445291295810,4,1.49,1.49
A715,0000010517345,18,12.99,12.99
A443,0000010515013,12,2.55,2.55
A353,0000011276074,15,0.49,0.49
A653,5000157076571,14,0.59,0.59
A209,0656497021396,25,1.49,1.49
A8574,8711148416975,25,0.99,0.99
A131,9770963402333,11,2.65,2.65
A643,0000013443634,21,12,12
A131,0000010784525,25,3.49,3.49
A375,7622201394196,9,10.89,10.89
A944,5028141034451,24,3.99,3.99
A840,5054563118950,17,3.49,3.49
A684,5038581029382,23,0.79,0.79
A557,5033996017948,4,0.29,0.29
A685,5701390670167,15,0.49,0.49
A724,5000328030685,13,0.65,0.65
A782,0000010341872,5,2.5,2.5
A566,5011962212979,9,0.69,0.69
A681,5055193551179,24,2.99,2.99
A320,0000011446705,1,8,8
A437,0000014395178,21,12,12
A940,0000010341742,8,12.99,12.99
A100,8720181654190,21,7.49,7.49
A375,5010438011016,15,0.99,0.99
A883,5034934841915,6,0.99,0.99
A400,9771478555170,3,2.2,2.2
A86,8700216733939,25,9.99,9.99
A128,9770307017124,15,1.8,1.8
A680,9772058712006,25,6.99,6.99
A443,5000208030699,10,2.49,2.49
A812,0000013446703,12,8,8
A720,0071662106737,1,0.79,0.79
A113,7622210989482,12,2.49,2.49
A386,0000013501075,17,6,6
A348,5740900403680,5,4.99,4.99
A230,5000237130018,18,2.35,2.35
A557,8711000442289,4,5.29,5.29
A727,9770956806056,9,1.8,1.8
A440,5060938983252,13,1.99,1.99
A245,5060772360196,5,3.99,3.99
A186,5010134921565,2,5.79,5.79
A781,8001090359544,19,4.99,4.99
A680,0000012413973,24,1.99,1.99
A108,0000012420476,22,8,8
A421,0000010555040,15,0.99,0.99
A366,0000010515822,19,7.99,7.99
A615,5056079900746,22,0.59,0.59
A781,8006530015189,8,5.99,5.99
A364,9771353393224,11,2.15,2.15
A836,5010052116135,5,0.99,0.99
A412,9772051886469,9,2.3,2.3
A274,5010996321596,12,14.99,14.99
A780,0000010386415,11,2.99,2.99
A345,0630996965320,19,0.99,0.99
A406,4063528060884,9,1.79,1.79
A398,7622202249747,11,0.85,0.85
A261,0000010851531,21,39.99,39.99
A290,5449000014535,1,0.35,0.35
A711,9770307586347,20,2.2,2.2
A825,0810087210274,24,2.99,2.99
A870,0000014442193,25,15,15
A713,0000011395195,19,15,15
A336,9770307588419,18,2.2,2.2
A303,0000010571279,20,9.99,9.99
A688,5010134922104,1,6.99,6.99
A300,7340776452140,17,0.29,0.29
A59,5010338301361,23,0.69,0.69
A390,5013427001807,10,1.35,1.35
A325,0000010328798,16,10,10
A425,5025840003979,11,1.29,1.29
A578,9770962164027,24,2.6,2.6
A358,9770307586057,10,2.2,2.2
A8100,5050360015225,21,1.29,1.29
A19,9772046144246,20,2,2
A148,4894680029705,22,2.99,2.99
A264,9770951862941,10,5.99,5.99
A745,4060800103314,18,1,1
A597,0000096038802,18,3.99,3.99
A597,5021956001120,16,6.99,6.99
A85,7340776452218,14,0.29,0.29
A452,8711148417330,10,0.29,0.29
A779,5012035972844,3,0.99,0.99
A731,0000010397558,6,6.99,6.99
A259,5034934827049,25,0.69,0.69
A655,0000011467212,23,4,4
A384,9771465054013,3,3.1,3.1
A830,5037028275122,16,4.99,4.99
A273,8436575095028,23,1.29,1.29
A425,0000011833864,7,5.99,5.99
A760,8711000598337,22,9.99,9.99
A394,7613034920348,17,1.85,1.85
A646,4060800134592,16,3.49,3.49
A325,5056369124616,7,1.19,1.19
A95,5034934828527,3,0.69,0.69
A165,0000014434082,10,7,7
A306,8008440549136,3,3.59,3.59
A392,5013427011394,15,1.79,1.79
A755,0000010463857,4,4.99,4.99
A414,4251097421551,11,0.89,0.89
A657,9771746706112,4,1.9,1.9
A366,9771465055010,24,3.1,3.1
A239,9770951862323,1,5.99,5.99
A290,0000011000198,6,3.99,3.99
A221,9772051105652,9,2.3,2.3
A8100,0000011660996,15,1.99,1.99
A191,8721077565798,2,0.99,0.99
A724,0000010523964,11,29.99,29.99
A724,5056369125859,10,0.89,0.89
A156,9771366780011,24,2.25,2.25
A400,8006530015219,8,5.99,5.99
A298,0000011540748,11,0.79,0.79
A154,9770307586446,17,2.2,2.2
A23,5060120179876,12,0.89,0.89
A243,6009544969631,7,7.99,7.99
A198,0000010323441,24,2.99,2.99
A611,0000010515198,21,19.99,19.99
A56,5010038484050,23,3.29,3.29
A827,0000010507926,1,0.79,0.79
A608,5011417571163,1,3.39,3.39
A766,5053249281476,13,1.29,1.29
A41,5029736076924,11,7.99,7.99
A464,0000010422649,10,468.51,468.51
A156,5060018880228,2,2.99,2.99
A377,5026418052566,17,0.29,0.29
A259,5021812005736,1,1.69,1.69
A225,8445291072305,24,1.25,1.25
A615,9771744033548,23,2.15,2.15
A63,0000010034224,8,14.99,14.99
A230,0000010082126,4,0.65,0.65
A273,9770966849203,21,4.5,4.5
A349,9771476512052,14,2.2,2.2
A335,9770957375353,8,2.5,2.5
A385,9008606222735,10,1.99,1.99
A594,5055918661480,20,0.69,0.69
A352,5010052113066,22,1.35,1.35
A443,5050028381419,8,14.99,14.99
A593,0000010386835,8,29.99,29.99
A168,5000242451535,3,3.65,3.65
A198,0000011323150,1,1.29,1.29
A460,9770958327351,23,1.35,1.35
A726,9770307017254,22,1.8,1.8
A185,5061048012238,2,0.99,0.99
A203,9770266522059,7,2.8,2.8
A932,8711148416951,1,0.99,0.99
A428,9771750958460,14,2.4,2.4
A424,5010853972831,13,2.99,2.99
A638,5000221004639,15,1.49,1.49
A723,7613036849586,19,11.49,11.49
A410,0000010316887,14,12.99,12.99
A8208,0000010326282,4,7,7
A779,5000328028873,2,1.75,1.75
A77,0000010327494,15,15,15
A214,0194735309719,14,10.99,10.99
A387,0000010397336,22,0.69,0.69
A580,6920714803367,7,2.49,2.49
A101,9772466943115,25,3.3,3.3
A889,8718432015906,20,14.99,14.99
A355,5034934827544,15,0.69,0.69
A750,0000013360641,12,8,8
A252,0000011330035,22,4.99,4.99
A668,0000012447428,11,14,14
A407,8412497506385,16,1.49,1.49
A386,5055918656127,24,0.99,0.99
A712,0000014431043,1,6,6
A284,0000011411888,6,0.99,0.99
A386,0000012945191,20,0.69,0.69
A275,0000010323649,4,14.99,14.99
A409,5010993600588,5,7.99,7.99
A668,0000010420416,5,79.99,79.99
A301,0000012442027,12,8,8
A432,9771744033524,16,2.15,2.15
A468,5011403667979,22,1.89,1.89
A304,9770956806148,14,1.8,1.8
A370,5050841688115,11,9.99,9.99
A249,0000011401322,21,2.99,2.99
A50,0000010064795,25,0.19,0.19
A219,0000050105182,11,0.59,0.59
A653,5034934827766,11,0.69,0.69
A284,0000011525745,12,5,5
A171,5065020958439,25,1.49,1.49
A415,5015934829882,12,1.99,1.99
A109,0000010247846,15,0.69,0.69
A657,5059320001339,4,2.69,2.69
A263,5054563028549,21,2.99,2.99
A897,5056369129734,14,1.19,1.19
A694,5050028273622,24,0.29,0.29
A370,5011309090710,4,1.19,1.19
A189,5000168209524,23,1.19,1.19
A724,3030055914486,6,2.99,2.99
A278,5011187010473,13,1.09,1.09
A255,5410765003058,7,4.49,4.49
A883,0000010375815,7,9.99,9.99
A406,0000010529133,5,0.09,0.09
A452,0000010367285,3,2.99,2.99
A943,0000011446781,20,6,6
A461,5010144001349,12,1.39,1.39
A663,5011417563014,5,2.69,2.69
A604,5013634021025,7,1.99,1.99
A787,0000010341001,19,2.99,2.99
A412,5201054017012,8,1.25,1.25
A864,4063528059185,15,0.99,0.99
A571,0811748031313,7,0.49,0.49
A428,0085000620427,5,5.99,5.99
A440,0000010543054,8,0.99,0.99
A421,0000010341834,12,1,1
A104,0000010341421,18,1.5,1.5
A61,0000010830468,14,0.49,0.49
A283,8410261608532,21,1.89,1.89
A570,5032608096265,25,0.99,0.99
A426,5012427042209,7,2.69,2.69
A246,5055193544027,21,3.99,3.99
A566,9771366777455,22,3,3
A732,0000010446454,20,8,8
A657,9770957623065,23,1.9,1.9
A436,7622202038815,18,2.49,2.49
A759,9770307586125,16,2.2,2.2
A759,8003360380753,9,6.49,6.49
A716,8002210118324,10,4.99,4.99
A303,0000010422649,10,468.51,468.51
A292,5056192412171,5,0.49,0.49
A184,5025514005575,7,3.49,3.49
A395,5034934829685,10,0.79,0.79
A425,0000010478363,9,7.99,7.99
A297,5050841688016,8,9.99,9.99
A627,9770961878246,10,2.15,2.15
A458,0000013386016,15,6,6
A690,0000010467176,8,9.99,9.99
A760,5055193551179,9,2.99,2.99
A266,5000101514760,10,0.99,0.99
A320,5010993458790,20,2.99,2.99
A217,9770967309218,4,2.5,2.5
A778,7622202229190,16,2.49,2.49
A685,9770956806421,22,1.8,1.8
A93,1220000450097,1,1.99,1.99
A790,5000159551694,7,0.75,0.75
A350,9770043724386,4,5.99,5.99
A936,5010338200152,1,1.19,1.19
A57,5056683100693,14,1.29,1.29
A433,5000328908137,3,1.95,1.95
A63,6920714803176,20,1.99,1.99
A93,9771462719588,9,3,3
A667,9770266522103,6,2.9,2.9
A8063,0000011997283,23,1.99,1.99
A278,5060992822597,9,0.79,0.79
A407,0000010858240,23,0.99,0.99
A73,6097539382367,4,1.49,1.49
A643,5065023116539,22,2.99,2.99
A746,8713713076386,24,0.99,0.99
A68,5000167056600,9,1.99,1.99
A615,0000010327661,10,14,14
A605,0000013513832,13,4,4
A357,9771751628034,2,2,2
A65,0000011340164,24,1.49,1.49
A41,8720181295546,21,1.99,1.99
A609,5013427011332,23,1.39,1.39
A654,0000010461747,6,149.99,149.99
A801,5010993458783,15,2.99,2.99
A706,0000012841578,24,1.99,1.99
A861,9770307017339,5,1.8,1.8
A578,0000011298694,17,5.99,5.99
A148,0000010517628,7,9.99,9.99
A175,8411582889631,25,2.99,2.99
A678,5000177474937,3,0.29,0.29
A237,9770307586248,22,2.2,2.2
A740,5032608096272,23,0.99,0.99
A423,0000010394731,5,4.99,4.99
A165,5055918662258,24,1.29,1.29
A59,5011061110886,5,1.79,1.79
A789,5055918660209,1,0.99,0.99
A144,5010102340602,23,5.75,5.75
A477,0000010356555,3,621.56,621.56
A709,4060800103314,23,1.25,1.25
A354,5034934827438,22,0.69,0.69
A799,5000112574777,3,0.99,0.99
A597,3616302484225,16,1.99,1.99
A858,5901359154213,21,1.49,1.49
A762,9770956807077,13,3,3
A668,5000328014951,2,1.95,1.95
A227,3046920010856,22,1.49,1.49
A768,0000050249466,12,0.79,0.79
A591,7613035418103,14,0.99,0.99
A217,9770307586330,6,2.2,2.2
A395,5000477671180,10,3.29,3.29
A390,8435201704181,12,1.99,1.99
A571,5900951352829,11,12.49,12.49
A214,5056784900338,19,0.99,0.99
A226,5060013164750,1,1.49,1.49
A8307,5012427042209,14,2.69,2.69
A578,5037331032047,6,0.69,0.69
A320,9771756625984,4,5.5,5.5
A260,0000010780206,12,0.99,0.99
A555,4063528060884,15,1.79,1.79
A680,5000382122302,10,0.99,0.99
A439,9770958389861,4,2.6,2.6
A337,3228022240120,1,1.15,1.15
A203,0000012358779,2,0.99,0.99
A622,5060214096010,23,4.49,4.49
A940,8429421465212,25,1.99,1.99
A360,5032887509050,23,19.99,19.99
A82,0630996417447,3,2.49,2.49
A8307,5028184301701,11,1.69,1.69
A466,5011308325776,8,1.35,1.35
A836,5000168208992,16,2.25,2.25
A750,0000010367834,16,2.99,2.99
A400,5010572014560,3,7.99,7.99
A699,5010934001917,14,2.89,2.89
A257,5015088903216,18,2.99,2.99
A598,0000010340554,10,7.99,7.99
A104,5037331029498,5,0.49,0.49
A223,7613036064392,9,0.85,0.85
A612,9770956808074,20,3,3
A356,5027342006847,23,1.29,1.29
A869,0000010502907,18,14.99,14.99
A248,9771476512120,3,2.2,2.2
A602,5000111041843,8,2.49,2.49
A690,5054563259851,5,2.49,2.49
A763,0000010678152,10,2.59,2.59
A301,5056369129666,5,1.39,1.39
A478,0000012329328,8,2.99,2.99
A430,5000177500414,3,0.99,0.99
A467,5000168208992,7,2.25,2.25
A381,8445290518910,25,1.25,1.25
A335,5060088890882,22,1.06,1.06
A599,0000010500798,23,10,10
A616,0000011402787,15,17.99,17.99
A242,5000237130056,15,2.25,2.25
A616,5050360016826,5,1.15,1.15
A336,8717163540213,6,1.19,1.19
A746,0000010341247,25,14.99,14.99
A276,0000010678152,9,2.65,2.65
A358,0615908433586,14,4.99,4.99
A770,0000012087594,17,2.99,2.99
A386,0000010358092,11,4.99,4.99
A397,5050360016840,18,1.15,1.15
A297,0000010325438,21,4.99,4.99
A669,0000096198599,19,0.89,0.89
A944,0000010372005,16,1.49,1.49
A281,5034934827544,13,0.69,0.69
A350,8436575098074,23,1.49,1.49
A266,0000010397510,23,3.99,3.99
A815,8684000201081,1,1.49,1.49
A840,0043194703845,19,0.49,0.49
A747,8720181659423,9,1.99,1.99
A463,5059001014870,22,4.99,4.99
A883,0194735234639,16,21.99,21.99
A935,0000010350683,16,2.99,2.99
A459,5413149600898,21,2.19,2.19
A145,0000010460221,23,1.79,1.79
A414,9770307588013,21,2.2,2.2
A419,0194735183647,21,7.99,7.99
A712,8412497214327,9,1.99,1.99
A379,0000013467210,17,4,4
A694,0000012945191,9,0.69,0.69
A283,0000013525637,25,6,6
A93,5015088903193,2,2.99,2.99
A336,5012334002716,13,1.75,1.75
A766,0000010340189,2,14.99,14.99
A241,5033996021471,17,0.29,0.29
A368,7613036127097,21,1,1
A109,9770962164249,21,2.6,2.6
A136,0000014381096,2,10,10
A453,5060926501611,14,1.99,1.99
A428,0000010420478,8,8,8
A552,0000010754108,16,1.99,1.99
A171,5000101507137,25,0.69,0.69
A14,0000011346982,13,2.99,2.99
A877,0000010438855,21,2.49,2.49
A260,5012583211860,24,3.99,3.99
A732,8722900706920,23,0.59,0.59
A230,5025148131763,9,5.99,5.99
A240,9771744598139,10,2.5,2.5
A171,5060944462048,15,1.49,1.49
A401,0000010681121,14,0.14,0.14
A123,5034934826912,6,0.69,0.69
A411,0000012386079,14,5,5
A711,4088600230177,6,1.49,1.49
A460,0884486499974,25,3.99,3.99
A408,8436575095769,10,1.29,1.29
A280,5010153806393,9,2.59,2.59
A37,0612322001582,23,0.95,0.95
A669,9770307017216,4,1.8,1.8
A353,9771741340168,8,2.15,2.15
A224,9771741340335,1,2.15,2.15
A649,5031413938517,15,1.99,1.99
A438,5034934841762,13,0.79,0.79
A321,9770307017452,25,1.8,1.8
A77,4061461850104,1,1.39,1.39
A41,5055918661572,23,1.69,1.69
A108,8714800051637,18,2.29,2.29
A356,0000010801482,15,4.99,4.99
A693,0000010546116,16,1.49,1.49
A650,5029053574158,20,3.49,3.49
A288,8445290357359,25,2.99,2.99
A582,5034934828084,10,0.29,0.29
A383,8719689294045,15,4.99,4.99
A788,9771353234114,2,3.2,3.2
A869,8721201909078,19,1.99,1.99
A660,9770963757242,7,2.9,2.9
A365,9772041596125,21,3.9,3.9
A214,0000011500797,2,10,10
A297,5021538001241,13,1.09,1.09
A8574,0000010782323,6,0.99,0.99
A849,5055193544416,21,1.99,1.99
A582,9770966303071,11,3,3
A475,9771460942186,6,2.9,2.9
A555,5010993576340,1,12.99,12.99
A210,5013692272537,8,1.49,1.49
A831,5000177466031,25,0.29,0.29
A465,0000010861165,23,7.99,7.99
A270,0000010503256,14,4.99,4.99
A420,9770961100125,13,3.4,3.4
A420,5010386104907,15,2.99,2.99
A232,0000010737415,15,0.69,0.69
A448,5028184201940,1,1.65,1.65
A409,6974933180099,1,0.29,0.29
A681,9770961878123,9,1.2,1.2
A599,4000388177017,24,1.49,1.49
A71,0000010546550,7,377.37,377.37
A366,8445290771414,23,1.49,1.49
A343,5059001024169,3,4.4,4.4
A188,9770307017223,23,1.8,1.8
A846,5000159558181,3,1.09,1.09
A633,7622210357915,12,0.89,0.89
A559,5060133374664,20,1.39,1.39
A821,0000012396610,8,3.99,3.99
A269,0000014462849,2,3.5,3.5
A735,0000010529171,4,0.09,0.09
A600,8698655911196,7,3.99,3.99
A668,8445291465503,10,0.79,0.79
A613,0000010392607,23,22.99,22.99
A331,0000013441609,2,8,8
A153,8700216896009,22,2.35,2.35
A157,8436535485906,10,0.59,0.59
A778,0000010340325,11,5.99,5.99
A476,0000010340080,20,0.99,0.99
A394,9781802498875,7,2.99,2.99
A689,0737052972268,17,32.99,32.99
A581,9772046144116,15,2,2
A198,8435201704181,1,1.99,1.99
A695,8006530082419,14,2.99,2.99
A88,7290017279121,3,1.49,1.49
A731,0000010341438,16,1,1
A164,9770962754365,24,2.4,2.4
A240,7622210881519,16,2.49,2.49
A284,5022825001982,19,1.75,1.75
A252,6001067023777,23,1.49,1.49
A153,5060185511581,17,1.89,1.89
A37,5032678016521,14,1.49,1.49
A616,7622210255396,16,1.49,1.49
A642,0048256297102,2,0.89,0.89
A575,0000010396926,5,2.99,2.99
A194,0000010363256,16,1.49,1.49
A122,0011152216805,8,1.29,1.29
A730,5060167722707,24,0.99,0.99
A381,5010993948031,4,4.99,4.99
A776,0000010341773,18,14.99,14.99
A729,5011417556931,20,2.29,2.29
A247,0000013521592,14,10,10
A210,0000014434082,1,7,7
A358,0000014443985,25,12,12
A566,8436575097404,6,1.49,1.49
A115,8718432293465,13,14.99,14.99
A126,5054267010529,9,1.99,1.99
A849,9770962500047,18,3.2,3.2
A257,0012436829742,17,4.99,4.99
A346,0000014501074,6,6,6
A397,8421134090743,21,6.99,6.99
A427,9771353438017,21,3.15,3.15
A464,0000012381098,9,10,10
A633,5024996923643,4,4.99,4.99
A653,0000010381830,18,1.99,1.99
A642,9771479230229,3,2.5,2.5
A807,8710908879357,6,1.99,1.99
A213,9771350069016,21,3.2,3.2
A239,0000011467212,5,4,4
A459,5000168210728,20,1.25,1.25
A184,9770307586019,2,2.2,2.2
A389,9770307521218,10,2.25,2.25
A736,9770307095160,25,2.6,2.6
A272,5016451426806,7,1.19,1.19
A559,4060800308948,1,5.99,5.99
A707,0000010723715,19,7,7
A8574,0000010818688,3,8.99,8.99
A55,0000014381089,21,15,15
A185,8436575096148,23,0.29,0.29
A781,3616305210227,7,1.99,1.99
A290,0000010399941,18,0.69,0.69
A862,5000382124825,8,0.99,0.99
A317,0737052972268,21,32.99,32.99
A723,0000080860075,8,0.69,0.69
A122,8720608036752,4,5.25,5.25
A201,5000225043214,21,0.29,0.29
A833,0612322001834,2,0.99,0.99
A717,5034934828398,13,0.69,0.69
A787,5060372807275,22,2.69,2.69
A326,0000012339952,16,6,6
A167,0043377832874,25,4.99,4.99
A808,5034934826936,12,0.99,0.99
A746,0888888112233,22,0.99,0.99
A120,5018970088299,1,1.39,1.39
A623,7622210989321,12,2.49,2.49
A785,6975641461326,13,0.29,0.29
A432,9770958327061,17,1.35,1.35
A331,8721073607300,20,0.49,0.49
A471,0000014433214,11,4,4
A101,5011061108616,3,0.89,0.89
A445,5056555206829,16,29.99,29.99
A469,7613035415140,4,1.25,1.25
A234,9771744598146,3,2.5,2.5
A258,5029054253441,18,3.49,3.49
A183,4060800308252,1,1.75,1.75
A155,0194735258680,22,19.99,19.99
A324,5410091774059,1,4.49,4.49
A821,7613034920348,22,1.85,1.85
A122,5060532010064,8,0.89,0.89
A865,5012035970222,7,0.99,0.99
A210,5000325053229,25,2.49,2.49
A350,5010052114858,21,1.39,1.39
A231,5024993732835,13,7.99,7.99
A276,0000010503683,17,377.37,377.37
A56,8006540994399,17,2.89,2.89
A358,0000010329535,12,7,7
A168,5060350562967,21,0.89,0.89
A337,0000096199879,9,0.69,0.69
A704,0000010800201,15,1.99,1.99
A186,4008429156335,8,11.79,11.79
A8563,5711938030377,19,2.99,2.99
A743,0000010277935,18,2.99,2.99
A553,0850014555009,14,0.49,0.49
A312,9771744598429,16,2.5,2.5
A173,5057566125741,25,1.69,1.69
A620,4008429156632,24,11.79,11.79
A792,5000237134061,12,1.35,1.35
A415,4038033107119,19,3.99,3.99
A617,9771470758104,19,3.1,3.1
A595,5034934827841,3,0.99,0.99
A787,5011309090710,4,1.19,1.19
A8563,0000010615539,5,1.49,1.49
A332,5060772360011,1,3.99,3.99
A941,5034934826615,12,0.29,0.29
A651,5010052113066,23,1.35,1.35
A709,7622202256806,5,0.99,0.99
A889,0000010265352,15,0.55,0.55
A8208,9771744033555,22,2.15,2.15
A147,0000014431043,5,6,6
A203,5011962020062,21,0.69,0.69
A589,9772752615962,22,7.99,7.99
A768,0000013959326,25,12.99,12.99
A318,0000012434084,13,7,7
A761,7613036099325,17,1.89,1.89
A734,0000010434000,15,2.49,2.49
A365,5057172692682,25,9.99,9.99
A703,0000010519387,5,1.69,1.69
A613,5010134921039,9,6.25,6.25
A236,5053990157259,20,1.29,1.29
A598,0194735245260,10,1.49,1.49
A316,0000010396933,18,1.99,1.99
A445,0000010786895,14,1.11,1.11
A476,5012427096103,23,1.19,1.19
A289,5025324014972,18,5.99,5.99
A804,9772051886339,21,2,2
A196,5000101507359,1,2.49,2.49
A744,5028184511308,2,2.35,2.35
A802,5034934827513,4,0.69,0.69
A359,3616304503962,24,0.99,0.99
A415,0000010449530,17,4.5,4.5
A943,8710908880124,3,1.99,1.99
A405,8720608036752,9,5.25,5.25
A242,9770957375032,14,2.5,2.5
A468,9770307019104,2,3.2,3.2
A622,9770957623225,24,1.2,1.2
A173,5023377025044,6,4.79,4.79
A303,9770957623126,13,1.2,1.2
A408,5010993600618,3,7.99,7.99
A662,5010153870349,24,9.49,9.49
A410,5034934827506,19,0.69,0.69
A264,0000012381081,22,15,15
A879,5010123732691,6,4.99,4.99
A684,9770307588235,19,2.2,2.2
A654,5000168008523,13,1.49,1.49
A861,5056369125859,18,0.89,0.89
A372,5060772360011,8,3.99,3.99
A8574,9771353433029,10,3.2,3.2
A858,5060539070610,14,0.99,0.99
A284,5000237128138,6,1.59,1.59
A311,6935780112435,16,1.29,1.29
A416,9771741340243,14,2.15,2.15
A573,0000010409565,18,0.69,0.69
A939,0000014462962,4,3.5,3.5
A443,9770307521232,12,2.25,2.25
A826,5059001017611,25,6.99,6.99
A8147,0000010397138,11,1.99,1.99
A773,3086123437739,11,3.99,3.99
A302,0810020170580,25,0.89,0.89
A440,9772051886377,15,2.3,2.3
A271,5065023116546,4,3.99,3.99
A272,5013919003500,12,2.99,2.99
A327,0000010096727,3,69.99,69.99
A835,8693323733216,6,0.29,0.29
A200,0000011449225,14,3.5,3.5
A346,5010386104679,16,2.75,2.75
A821,9771366780264,25,3.25,3.25
A154,7613035023802,11,1.99,1.99
A770,0000010531990,6,4.99,4.99
A579,9770307575167,25,2.95,2.95
A125,0000010809198,25,7.99,7.99
A311,0000010375518,24,3.75,3.75
A252,0000014467219,1,4,4
A897,9771366780240,14,2.25,2.25
A840,5034934827360,8,0.69,0.69
A805,8690632021249,5,0.99,0.99
A610,0000010341841,21,9.99,9.99
A100,5011376003095,7,1.29,1.29
A285,5034934827803,13,0.69,0.69
A114,9771750958361,7,2.4,2.4
A669,0000010659977,16,0.69,0.69
A940,3600524140014,19,4.49,4.49
A198,5060772367843,23,2.99,2.99
A320,5057566078160,18,1.69,1.69
A816,5056369126665,16,1.19,1.19
A112,5060120179838,9,1.25,1.25
A561,5059001023933,16,12.99,12.99
A223,5031416451419,15,0.89,0.89
A140,5024993732477,19,2.95,2.95
A168,7622210737236,3,1.25,1.25
